financial_year,state_code,state,month,month_date,regular,adhoc,total
2017-18,01,Jammu and Kashmir,2017-08,2017-08-01,83.416209933,0.0,83.416209933
2017-18,01,Jammu and Kashmir,2017-09,2017-09-01,142.5625083,0.0,142.5625083
2017-18,01,Jammu and Kashmir,2017-10,2017-10-01,195.822291023,0.0,195.822291023
2017-18,01,Jammu and Kashmir,2017-11,2017-11-01,209.2640667,0.0,209.2640667
2017-18,01,Jammu and Kashmir,2017-12,2017-12-01,186.7083431,0.0,186.7083431
2017-18,01,Jammu and Kashmir,2018-01,2018-01-01,224.5296727,0.0,224.5296727
2017-18,01,Jammu and Kashmir,2018-02,2018-02-01,180.3924607,209.0,389.3924607
2017-18,01,Jammu and Kashmir,2018-03,2018-03-01,178.8209721,0.0,178.8209721
2017-18,02,Himachal Pradesh,2017-08,2017-08-01,63.515337667999994,0.0,63.515337667999994
2017-18,02,Himachal Pradesh,2017-09,2017-09-01,68.5992304,0.0,68.5992304
2017-18,02,Himachal Pradesh,2017-10,2017-10-01,75.951647506,0.0,75.951647506
2017-18,02,Himachal Pradesh,2017-11,2017-11-01,107.9755191,0.0,107.9755191
2017-18,02,Himachal Pradesh,2017-12,2017-12-01,91.6474698,0.0,91.6474698
2017-18,02,Himachal Pradesh,2018-01,2018-01-01,105.6253327,0.0,105.6253327
2017-18,02,Himachal Pradesh,2018-02,2018-02-01,89.3946239,159.0,248.3946239
2017-18,02,Himachal Pradesh,2018-03,2018-03-01,89.8820517,0.0,89.8820517
2017-18,03,Punjab,2017-08,2017-08-01,277.15933738,0.0,277.15933738
2017-18,03,Punjab,2017-09,2017-09-01,449.5899493,0.0,449.5899493
2017-18,03,Punjab,2017-10,2017-10-01,478.661802838,0.0,478.661802838
2017-18,03,Punjab,2017-11,2017-11-01,488.6274136,0.0,488.6274136
2017-18,03,Punjab,2017-12,2017-12-01,466.5992976,0.0,466.5992976
2017-18,03,Punjab,2018-01,2018-01-01,525.9906628,0.0,525.9906628
2017-18,03,Punjab,2018-02,2018-02-01,498.9236344,633.0,1131.9236344
2017-18,03,Punjab,2018-03,2018-03-01,478.4475321,0.0,478.4475321
2017-18,04,Chandigarh,2017-08,2017-08-01,34.907894399,0.0,34.907894399
2017-18,04,Chandigarh,2017-09,2017-09-01,56.4019194,0.0,56.4019194
2017-18,04,Chandigarh,2017-10,2017-10-01,64.695050165,0.0,64.695050165
2017-18,04,Chandigarh,2017-11,2017-11-01,57.516165,0.0,57.516165
2017-18,04,Chandigarh,2017-12,2017-12-01,60.3601771,0.0,60.3601771
2017-18,04,Chandigarh,2018-01,2018-01-01,63.5817111,0.0,63.5817111
2017-18,04,Chandigarh,2018-02,2018-02-01,56.8274966,64.0,120.8274966
2017-18,04,Chandigarh,2018-03,2018-03-01,59.4119343,0.0,59.4119343
2017-18,05,Uttarakhand,2017-08,2017-08-01,-40.988784233,0.0,-40.988784233
2017-18,05,Uttarakhand,2017-09,2017-09-01,-21.5711008,0.0,-21.5711008
2017-18,05,Uttarakhand,2017-10,2017-10-01,-9.868357559,0.0,-9.868357559
2017-18,05,Uttarakhand,2017-11,2017-11-01,27.9778129,0.0,27.9778129
2017-18,05,Uttarakhand,2017-12,2017-12-01,38.1013922,0.0,38.1013922
2017-18,05,Uttarakhand,2018-01,2018-01-01,80.0718263,0.0,80.0718263
2017-18,05,Uttarakhand,2018-02,2018-02-01,23.0583717,217.0,240.0583717
2017-18,05,Uttarakhand,2018-03,2018-03-01,8.125983,0.0,8.125983
2017-18,06,Haryana,2017-08,2017-08-01,-286.673182849,0.0,-286.673182849
2017-18,06,Haryana,2017-09,2017-09-01,113.7607823,0.0,113.7607823
2017-18,06,Haryana,2017-10,2017-10-01,232.71287438599995,0.0,232.71287438599995
2017-18,06,Haryana,2017-11,2017-11-01,152.6402818,0.0,152.6402818
2017-18,06,Haryana,2017-12,2017-12-01,380.4468636,0.0,380.4468636
2017-18,06,Haryana,2018-01,2018-01-01,351.9916294,0.0,351.9916294
2017-18,06,Haryana,2018-02,2018-02-01,402.4962071,667.0,1069.4962071
2017-18,06,Haryana,2018-03,2018-03-01,294.2518196,0.0,294.2518196
2017-18,07,Delhi,2017-08,2017-08-01,448.411678126,0.0,448.411678126
2017-18,07,Delhi,2017-09,2017-09-01,641.0952109,0.0,641.0952109
2017-18,07,Delhi,2017-10,2017-10-01,752.272137476,0.0,752.272137476
2017-18,07,Delhi,2017-11,2017-11-01,750.6795871,0.0,750.6795871
2017-18,07,Delhi,2017-12,2017-12-01,695.9459706,0.0,695.9459706
2017-18,07,Delhi,2018-01,2018-01-01,616.194482,0.0,616.194482
2017-18,07,Delhi,2018-02,2018-02-01,509.6861896,735.0,1244.6861896
2017-18,07,Delhi,2018-03,2018-03-01,510.6561364,0.0,510.6561364
2017-18,08,Rajasthan,2017-08,2017-08-01,403.370320584,0.0,403.370320584
2017-18,08,Rajasthan,2017-09,2017-09-01,573.7301801,0.0,573.7301801
2017-18,08,Rajasthan,2017-10,2017-10-01,641.200370076,0.0,641.200370076
2017-18,08,Rajasthan,2017-11,2017-11-01,684.0857072,0.0,684.0857072
2017-18,08,Rajasthan,2017-12,2017-12-01,758.1343006,0.0,758.1343006
2017-18,08,Rajasthan,2018-01,2018-01-01,679.0114866,0.0,679.0114866
2017-18,08,Rajasthan,2018-02,2018-02-01,672.8339427,751.0,1423.8339427
2017-18,08,Rajasthan,2018-03,2018-03-01,713.4454286,0.0,713.4454286
2017-18,09,Uttar Pradesh,2017-08,2017-08-01,1553.760259468,0.0,1553.760259468
2017-18,09,Uttar Pradesh,2017-09,2017-09-01,1195.1561722,0.0,1195.1561722
2017-18,09,Uttar Pradesh,2017-10,2017-10-01,1513.418243806,0.0,1513.418243806
2017-18,09,Uttar Pradesh,2017-11,2017-11-01,1689.8046624,0.0,1689.8046624
2017-18,09,Uttar Pradesh,2017-12,2017-12-01,1637.8167242,0.0,1637.8167242
2017-18,09,Uttar Pradesh,2018-01,2018-01-01,1686.5370237,0.0,1686.5370237
2017-18,09,Uttar Pradesh,2018-02,2018-02-01,1581.4593474,1460.0,3041.4593474000003
2017-18,09,Uttar Pradesh,2018-03,2018-03-01,1637.9542435,0.0,1637.9542435
2017-18,10,Bihar,2017-08,2017-08-01,275.49749987800004,0.0,275.49749987800004
2017-18,10,Bihar,2017-09,2017-09-01,346.1348191,0.0,346.1348191
2017-18,10,Bihar,2017-10,2017-10-01,491.63324092399995,0.0,491.63324092399995
2017-18,10,Bihar,2017-11,2017-11-01,528.4421554,0.0,528.4421554
2017-18,10,Bihar,2017-12,2017-12-01,565.2158053,0.0,565.2158053
2017-18,10,Bihar,2018-01,2018-01-01,537.1072582,0.0,537.1072582
2017-18,10,Bihar,2018-02,2018-02-01,549.8922631,552.0,1101.8922631
2017-18,10,Bihar,2018-03,2018-03-01,538.0330477,0.0,538.0330477
2017-18,11,Sikkim,2017-08,2017-08-01,5.263705756,0.0,5.263705756
2017-18,11,Sikkim,2017-09,2017-09-01,6.7459503,0.0,6.7459503
2017-18,11,Sikkim,2017-10,2017-10-01,6.138237103,0.0,6.138237103
2017-18,11,Sikkim,2017-11,2017-11-01,10.4368823,0.0,10.4368823
2017-18,11,Sikkim,2017-12,2017-12-01,10.7436212,0.0,10.7436212
2017-18,11,Sikkim,2018-01,2018-01-01,10.7411793,0.0,10.7411793
2017-18,11,Sikkim,2018-02,2018-02-01,10.2224175,11.0,21.2224175
2017-18,11,Sikkim,2018-03,2018-03-01,16.2146242,0.0,16.2146242
2017-18,12,Arunachal Pradesh,2017-08,2017-08-01,9.742984068,0.0,9.742984068
2017-18,12,Arunachal Pradesh,2017-09,2017-09-01,10.3357294,0.0,10.3357294
2017-18,12,Arunachal Pradesh,2017-10,2017-10-01,13.96429066,0.0,13.96429066
2017-18,12,Arunachal Pradesh,2017-11,2017-11-01,17.8050581,0.0,17.8050581
2017-18,12,Arunachal Pradesh,2017-12,2017-12-01,21.69439,0.0,21.69439
2017-18,12,Arunachal Pradesh,2018-01,2018-01-01,34.8623447,0.0,34.8623447
2017-18,12,Arunachal Pradesh,2018-02,2018-02-01,22.9144016,11.0,33.914401600000005
2017-18,12,Arunachal Pradesh,2018-03,2018-03-01,21.2078715,0.0,21.2078715
2017-18,13,Nagaland,2017-08,2017-08-01,8.150066566,0.0,8.150066566
2017-18,13,Nagaland,2017-09,2017-09-01,9.9493219,0.0,9.9493219
2017-18,13,Nagaland,2017-10,2017-10-01,12.214177109,0.0,12.214177109
2017-18,13,Nagaland,2017-11,2017-11-01,16.5077745,0.0,16.5077745
2017-18,13,Nagaland,2017-12,2017-12-01,19.3845375,0.0,19.3845375
2017-18,13,Nagaland,2018-01,2018-01-01,25.5734601,0.0,25.5734601
2017-18,13,Nagaland,2018-02,2018-02-01,23.126357,11.0,34.126357
2017-18,13,Nagaland,2018-03,2018-03-01,18.3622908,0.0,18.3622908
2017-18,14,Manipur,2017-08,2017-08-01,11.099198551,0.0,11.099198551
2017-18,14,Manipur,2017-09,2017-09-01,17.1885536,0.0,17.1885536
2017-18,14,Manipur,2017-10,2017-10-01,19.469384612,0.0,19.469384612
2017-18,14,Manipur,2017-11,2017-11-01,24.7376419,0.0,24.7376419
2017-18,14,Manipur,2017-12,2017-12-01,28.7596799,0.0,28.7596799
2017-18,14,Manipur,2018-01,2018-01-01,29.2038965,0.0,29.2038965
2017-18,14,Manipur,2018-02,2018-02-01,41.1742725,15.0,56.1742725
2017-18,14,Manipur,2018-03,2018-03-01,39.2839478,0.0,39.2839478
2017-18,15,Mizoram,2017-08,2017-08-01,6.538387603,0.0,6.538387603
2017-18,15,Mizoram,2017-09,2017-09-01,9.244128,0.0,9.244128
2017-18,15,Mizoram,2017-10,2017-10-01,9.930500304999999,0.0,9.930500304999999
2017-18,15,Mizoram,2017-11,2017-11-01,13.9832878,0.0,13.9832878
2017-18,15,Mizoram,2017-12,2017-12-01,20.481412,0.0,20.481412
2017-18,15,Mizoram,2018-01,2018-01-01,17.3329133,0.0,17.3329133
2017-18,15,Mizoram,2018-02,2018-02-01,26.2002929,8.0,34.2002929
2017-18,15,Mizoram,2018-03,2018-03-01,19.7974246,0.0,19.7974246
2017-18,16,Tripura,2017-08,2017-08-01,15.950627469,0.0,15.950627469
2017-18,16,Tripura,2017-09,2017-09-01,23.5547817,0.0,23.5547817
2017-18,16,Tripura,2017-10,2017-10-01,35.995233285,0.0,35.995233285
2017-18,16,Tripura,2017-11,2017-11-01,34.1639998,0.0,34.1639998
2017-18,16,Tripura,2017-12,2017-12-01,44.3228879,0.0,44.3228879
2017-18,16,Tripura,2018-01,2018-01-01,43.9051765,0.0,43.9051765
2017-18,16,Tripura,2018-02,2018-02-01,45.5128238,35.0,80.5128238
2017-18,16,Tripura,2018-03,2018-03-01,38.0336464,0.0,38.0336464
2017-18,17,Meghalaya,2017-08,2017-08-01,12.332035659999999,0.0,12.332035659999999
2017-18,17,Meghalaya,2017-09,2017-09-01,22.0538805,0.0,22.0538805
2017-18,17,Meghalaya,2017-10,2017-10-01,24.890691734,0.0,24.890691734
2017-18,17,Meghalaya,2017-11,2017-11-01,25.3175235,0.0,25.3175235
2017-18,17,Meghalaya,2017-12,2017-12-01,26.2695814,0.0,26.2695814
2017-18,17,Meghalaya,2018-01,2018-01-01,34.6984196,0.0,34.6984196
2017-18,17,Meghalaya,2018-02,2018-02-01,32.4356094,28.0,60.4356094
2017-18,17,Meghalaya,2018-03,2018-03-01,28.5944671,0.0,28.5944671
2017-18,18,Assam,2017-08,2017-08-01,121.12894488699999,0.0,121.12894488699999
2017-18,18,Assam,2017-09,2017-09-01,166.1934243,0.0,166.1934243
2017-18,18,Assam,2017-10,2017-10-01,236.57492206700002,0.0,236.57492206700002
2017-18,18,Assam,2017-11,2017-11-01,255.5112174,0.0,255.5112174
2017-18,18,Assam,2017-12,2017-12-01,285.7306332,0.0,285.7306332
2017-18,18,Assam,2018-01,2018-01-01,309.8890836,0.0,309.8890836
2017-18,18,Assam,2018-02,2018-02-01,311.6080085,262.0,573.6080085
2017-18,18,Assam,2018-03,2018-03-01,291.2671554,0.0,291.2671554
2017-18,19,West Bengal,2017-08,2017-08-01,329.732899296,0.0,329.732899296
2017-18,19,West Bengal,2017-09,2017-09-01,566.610223,0.0,566.610223
2017-18,19,West Bengal,2017-10,2017-10-01,734.761652593,0.0,734.761652593
2017-18,19,West Bengal,2017-11,2017-11-01,737.191482,0.0,737.191482
2017-18,19,West Bengal,2017-12,2017-12-01,734.7670865,0.0,734.7670865
2017-18,19,West Bengal,2018-01,2018-01-01,826.744435,0.0,826.744435
2017-18,19,West Bengal,2018-02,2018-02-01,648.2685339,879.0,1527.2685339
2017-18,19,West Bengal,2018-03,2018-03-01,745.8531767,0.0,745.8531767
2017-18,20,Jharkhand,2017-08,2017-08-01,127.04108541,0.0,127.04108541
2017-18,20,Jharkhand,2017-09,2017-09-01,69.6643136,0.0,69.6643136
2017-18,20,Jharkhand,2017-10,2017-10-01,125.768509918,0.0,125.768509918
2017-18,20,Jharkhand,2017-11,2017-11-01,156.3578321,0.0,156.3578321
2017-18,20,Jharkhand,2017-12,2017-12-01,166.170047,0.0,166.170047
2017-18,20,Jharkhand,2018-01,2018-01-01,135.4184163,0.0,135.4184163
2017-18,20,Jharkhand,2018-02,2018-02-01,168.4492922,281.0,449.4492922
2017-18,20,Jharkhand,2018-03,2018-03-01,145.0262313,0.0,145.0262313
2017-18,21,Odisha,2017-08,2017-08-01,182.26005890599998,0.0,182.26005890599998
2017-18,21,Odisha,2017-09,2017-09-01,251.7972436,0.0,251.7972436
2017-18,21,Odisha,2017-10,2017-10-01,331.197252548,0.0,331.197252548
2017-18,21,Odisha,2017-11,2017-11-01,282.8928678,0.0,282.8928678
2017-18,21,Odisha,2017-12,2017-12-01,323.6809193,0.0,323.6809193
2017-18,21,Odisha,2018-01,2018-01-01,370.5585237,0.0,370.5585237
2017-18,21,Odisha,2018-02,2018-02-01,314.071834,482.0,796.0718340000001
2017-18,21,Odisha,2018-03,2018-03-01,320.8743751,0.0,320.8743751
2017-18,22,Chhattisgarh,2017-08,2017-08-01,78.713129078,0.0,78.713129078
2017-18,22,Chhattisgarh,2017-09,2017-09-01,131.0922189,0.0,131.0922189
2017-18,22,Chhattisgarh,2017-10,2017-10-01,145.75194556900001,0.0,145.75194556900001
2017-18,22,Chhattisgarh,2017-11,2017-11-01,189.9101374,0.0,189.9101374
2017-18,22,Chhattisgarh,2017-12,2017-12-01,185.2418802,0.0,185.2418802
2017-18,22,Chhattisgarh,2018-01,2018-01-01,194.511671,0.0,194.511671
2017-18,22,Chhattisgarh,2018-02,2018-02-01,169.1019107,322.0,491.10191069999996
2017-18,22,Chhattisgarh,2018-03,2018-03-01,187.0115425,0.0,187.0115425
2017-18,23,Madhya Pradesh,2017-08,2017-08-01,313.688983339,0.0,313.688983339
2017-18,23,Madhya Pradesh,2017-09,2017-09-01,381.7556475,0.0,381.7556475
2017-18,23,Madhya Pradesh,2017-10,2017-10-01,657.421259441,0.0,657.421259441
2017-18,23,Madhya Pradesh,2017-11,2017-11-01,628.5280066,0.0,628.5280066
2017-18,23,Madhya Pradesh,2017-12,2017-12-01,667.7750893,0.0,667.7750893
2017-18,23,Madhya Pradesh,2018-01,2018-01-01,587.1007314,0.0,587.1007314
2017-18,23,Madhya Pradesh,2018-02,2018-02-01,607.3338283,671.0,1278.3338283
2017-18,23,Madhya Pradesh,2018-03,2018-03-01,539.5923671,0.0,539.5923671
2017-18,24,Gujarat,2017-08,2017-08-01,273.38,0.0,273.38
2017-18,24,Gujarat,2017-09,2017-09-01,559.8575986,0.0,559.8575986
2017-18,24,Gujarat,2017-10,2017-10-01,724.973432957,0.0,724.973432957
2017-18,24,Gujarat,2017-11,2017-11-01,602.3443531,0.0,602.3443531
2017-18,24,Gujarat,2017-12,2017-12-01,741.9420601,0.0,741.9420601
2017-18,24,Gujarat,2018-01,2018-01-01,762.4133355,0.0,762.4133355
2017-18,24,Gujarat,2018-02,2018-02-01,690.3083574,1263.0,1953.3083574
2017-18,24,Gujarat,2018-03,2018-03-01,687.2331474,0.0,687.2331474
2017-18,25,Daman and Diu,2017-08,2017-08-01,1.951213495,0.0,1.951213495
2017-18,25,Daman and Diu,2017-09,2017-09-01,2.1074804,0.0,2.1074804
2017-18,25,Daman and Diu,2017-10,2017-10-01,-2.923464042,0.0,-2.923464042
2017-18,25,Daman and Diu,2017-11,2017-11-01,3.2310195,0.0,3.2310195
2017-18,25,Daman and Diu,2017-12,2017-12-01,0.6590329,0.0,0.6590329
2017-18,25,Daman and Diu,2018-01,2018-01-01,8.7718503,0.0,8.7718503
2017-18,25,Daman and Diu,2018-02,2018-02-01,4.2081172,28.0,32.208117200000004
2017-18,25,Daman and Diu,2018-03,2018-03-01,-1.5085914,0.0,-1.5085914
2017-18,26,Dadra and Nagar Haveli,2017-08,2017-08-01,7.823679504999999,0.0,7.823679504999999
2017-18,26,Dadra and Nagar Haveli,2017-09,2017-09-01,8.6486417,0.0,8.6486417
2017-18,26,Dadra and Nagar Haveli,2017-10,2017-10-01,5.115103332,0.0,5.115103332
2017-18,26,Dadra and Nagar Haveli,2017-11,2017-11-01,15.994739,0.0,15.994739
2017-18,26,Dadra and Nagar Haveli,2017-12,2017-12-01,8.898246,0.0,8.898246
2017-18,26,Dadra and Nagar Haveli,2018-01,2018-01-01,12.3750523,0.0,12.3750523
2017-18,26,Dadra and Nagar Haveli,2018-02,2018-02-01,11.3200273,34.0,45.3200273
2017-18,26,Dadra and Nagar Haveli,2018-03,2018-03-01,7.4714874,0.0,7.4714874
2017-18,27,Maharashtra,2017-08,2017-08-01,1001.4342455620001,0.0,1001.4342455620001
2017-18,27,Maharashtra,2017-09,2017-09-01,1266.8928029,0.0,1266.8928029
2017-18,27,Maharashtra,2017-10,2017-10-01,1440.5057561429999,0.0,1440.5057561429999
2017-18,27,Maharashtra,2017-11,2017-11-01,1678.1984419,0.0,1678.1984419
2017-18,27,Maharashtra,2017-12,2017-12-01,1738.009577,0.0,1738.009577
2017-18,27,Maharashtra,2018-01,2018-01-01,1976.4236996,0.0,1976.4236996
2017-18,27,Maharashtra,2018-02,2018-02-01,1476.8190901,2648.0,4124.8190901
2017-18,27,Maharashtra,2018-03,2018-03-01,1253.8668729,0.0,1253.8668729
2017-18,29,Karnataka,2017-08,2017-08-01,582.090391835,0.0,582.090391835
2017-18,29,Karnataka,2017-09,2017-09-01,888.2144098,0.0,888.2144098
2017-18,29,Karnataka,2017-10,2017-10-01,1003.6765340390001,0.0,1003.6765340390001
2017-18,29,Karnataka,2017-11,2017-11-01,1190.3280963,0.0,1190.3280963
2017-18,29,Karnataka,2017-12,2017-12-01,1023.13355,0.0,1023.13355
2017-18,29,Karnataka,2018-01,2018-01-01,1175.9258922,0.0,1175.9258922
2017-18,29,Karnataka,2018-02,2018-02-01,1085.0389317,1582.0,2667.0389317
2017-18,29,Karnataka,2018-03,2018-03-01,1079.0946817,0.0,1079.0946817
2017-18,30,Goa,2017-08,2017-08-01,36.423539868,0.0,36.423539868
2017-18,30,Goa,2017-09,2017-09-01,47.988922,0.0,47.988922
2017-18,30,Goa,2017-10,2017-10-01,52.860520857,0.0,52.860520857
2017-18,30,Goa,2017-11,2017-11-01,55.9639125,0.0,55.9639125
2017-18,30,Goa,2017-12,2017-12-01,67.0417705,0.0,67.0417705
2017-18,30,Goa,2018-01,2018-01-01,74.3987333,0.0,74.3987333
2017-18,30,Goa,2018-02,2018-02-01,54.9736472,95.0,149.97364720000002
2017-18,30,Goa,2018-03,2018-03-01,60.6348358,0.0,60.6348358
2017-18,31,Lakshadweep,2017-08,2017-08-01,0.920581973,0.0,0.920581973
2017-18,31,Lakshadweep,2017-09,2017-09-01,0.3019042,0.0,0.3019042
2017-18,31,Lakshadweep,2017-10,2017-10-01,0.23552910300000002,0.0,0.23552910300000002
2017-18,31,Lakshadweep,2017-11,2017-11-01,0.2504515,0.0,0.2504515
2017-18,31,Lakshadweep,2017-12,2017-12-01,0.3294455,0.0,0.3294455
2017-18,31,Lakshadweep,2018-01,2018-01-01,0.2777073,0.0,0.2777073
2017-18,31,Lakshadweep,2018-02,2018-02-01,0.4759568,0.0,0.4759568
2017-18,31,Lakshadweep,2018-03,2018-03-01,0.3462475,0.0,0.3462475
2017-18,32,Kerala,2017-08,2017-08-01,451.742269355,0.0,451.742269355
2017-18,32,Kerala,2017-09,2017-09-01,763.457919,0.0,763.457919
2017-18,32,Kerala,2017-10,2017-10-01,822.647490075,0.0,822.647490075
2017-18,32,Kerala,2017-11,2017-11-01,801.360586,0.0,801.360586
2017-18,32,Kerala,2017-12,2017-12-01,795.9455212,0.0,795.9455212
2017-18,32,Kerala,2018-01,2018-01-01,826.895873,0.0,826.895873
2017-18,32,Kerala,2018-02,2018-02-01,808.8209279,736.0,1544.8209279
2017-18,32,Kerala,2018-03,2018-03-01,794.115441,0.0,794.115441
2017-18,33,Tamil Nadu,2017-08,2017-08-01,462.469753825,0.0,462.469753825
2017-18,33,Tamil Nadu,2017-09,2017-09-01,855.3551465,0.0,855.3551465
2017-18,33,Tamil Nadu,2017-10,2017-10-01,952.6440695969999,0.0,952.6440695969999
2017-18,33,Tamil Nadu,2017-11,2017-11-01,963.8744962,0.0,963.8744962
2017-18,33,Tamil Nadu,2017-12,2017-12-01,1249.4496549,0.0,1249.4496549
2017-18,33,Tamil Nadu,2018-01,2018-01-01,1130.1085945,0.0,1130.1085945
2017-18,33,Tamil Nadu,2018-02,2018-02-01,733.0465649,1304.0,2037.0465649
2017-18,33,Tamil Nadu,2018-03,2018-03-01,1056.0463289,0.0,1056.0463289
2017-18,34,Puducherry,2017-08,2017-08-01,21.070885549,0.0,21.070885549
2017-18,34,Puducherry,2017-09,2017-09-01,24.9159212,0.0,24.9159212
2017-18,34,Puducherry,2017-10,2017-10-01,16.470055293,0.0,16.470055293
2017-18,34,Puducherry,2017-11,2017-11-01,35.1945958,0.0,35.1945958
2017-18,34,Puducherry,2017-12,2017-12-01,29.7880134,0.0,29.7880134
2017-18,34,Puducherry,2018-01,2018-01-01,30.9931324,0.0,30.9931324
2017-18,34,Puducherry,2018-02,2018-02-01,33.3471329,48.0,81.34713289999999
2017-18,34,Puducherry,2018-03,2018-03-01,32.7996429,0.0,32.7996429
2017-18,35,Andaman and Nicobar Island,2017-08,2017-08-01,2.1760332140000003,0.0,2.1760332140000003
2017-18,35,Andaman and Nicobar Island,2017-09,2017-09-01,5.4610824,0.0,5.4610824
2017-18,35,Andaman and Nicobar Island,2017-10,2017-10-01,7.745768141000001,0.0,7.745768141000001
2017-18,35,Andaman and Nicobar Island,2017-11,2017-11-01,8.0718455,0.0,8.0718455
2017-18,35,Andaman and Nicobar Island,2017-12,2017-12-01,11.5861688,0.0,11.5861688
2017-18,35,Andaman and Nicobar Island,2018-01,2018-01-01,13.265009,0.0,13.265009
2017-18,35,Andaman and Nicobar Island,2018-02,2018-02-01,9.7971395,5.0,14.7971395
2017-18,35,Andaman and Nicobar Island,2018-03,2018-03-01,12.691864,0.0,12.691864
2017-18,36,Telangana,2017-08,2017-08-01,418.553260299,0.0,418.553260299
2017-18,36,Telangana,2017-09,2017-09-01,669.352234,0.0,669.352234
2017-18,36,Telangana,2017-10,2017-10-01,784.385585861,0.0,784.385585861
2017-18,36,Telangana,2017-11,2017-11-01,798.5656718,0.0,798.5656718
2017-18,36,Telangana,2017-12,2017-12-01,768.0167187,0.0,768.0167187
2017-18,36,Telangana,2018-01,2018-01-01,800.7645683,0.0,800.7645683
2017-18,36,Telangana,2018-02,2018-02-01,790.6715112,705.0,1495.6715112000002
2017-18,36,Telangana,2018-03,2018-03-01,799.1125468,0.0,799.1125468
2017-18,37,Andhra Pradesh,2017-08,2017-08-01,386.41,0.0,386.41
2017-18,37,Andhra Pradesh,2017-09,2017-09-01,528.0918297,0.0,528.0918297
2017-18,37,Andhra Pradesh,2017-10,2017-10-01,690.384341853,0.0,690.384341853
2017-18,37,Andhra Pradesh,2017-11,2017-11-01,637.8461399,0.0,637.8461399
2017-18,37,Andhra Pradesh,2017-12,2017-12-01,636.9552157,0.0,636.9552157
2017-18,37,Andhra Pradesh,2018-01,2018-01-01,763.8478294,0.0,763.8478294
2017-18,37,Andhra Pradesh,2018-02,2018-02-01,795.1748246,589.0,1384.1748246
2017-18,37,Andhra Pradesh,2018-03,2018-03-01,722.3513124,0.0,722.3513124
2017-18,38,Ladakh,2017-08,2017-08-01,,,0.0
2017-18,38,Ladakh,2017-09,2017-09-01,,,0.0
2017-18,38,Ladakh,2017-10,2017-10-01,,,0.0
2017-18,38,Ladakh,2017-11,2017-11-01,,,0.0
2017-18,38,Ladakh,2017-12,2017-12-01,,,0.0
2017-18,38,Ladakh,2018-01,2018-01-01,,,0.0
2017-18,38,Ladakh,2018-02,2018-02-01,,,0.0
2017-18,38,Ladakh,2018-03,2018-03-01,,,0.0
2017-18,97,Other Territory,2017-08,2017-08-01,,,0.0
2017-18,97,Other Territory,2017-09,2017-09-01,,,0.0
2017-18,97,Other Territory,2017-10,2017-10-01,,,0.0
2017-18,97,Other Territory,2017-11,2017-11-01,,,0.0
2017-18,97,Other Territory,2017-12,2017-12-01,,,0.0
2017-18,97,Other Territory,2018-01,2018-01-01,,,0.0
2017-18,97,Other Territory,2018-02,2018-02-01,,,0.0
2017-18,97,Other Territory,2018-03,2018-03-01,,,0.0
2018-19,01,Jammu and Kashmir,2018-04,2018-04-01,209.5399478,-20.9,188.6399478
2018-19,01,Jammu and Kashmir,2018-05,2018-05-01,196.8792378,-20.9,175.9792378
2018-19,01,Jammu and Kashmir,2018-06,2018-06-01,218.1886008,298.02757136083005,516.2161721608301
2018-19,01,Jammu and Kashmir,2018-07,2018-07-01,217.7880078,0.0,217.7880078
2018-19,01,Jammu and Kashmir,2018-08,2018-08-01,225.781523021,72.0,297.781523021
2018-19,01,Jammu and Kashmir,2018-09,2018-09-01,220.9425356,0.0,220.9425356
2018-19,01,Jammu and Kashmir,2018-10,2018-10-01,226.0383995,178.80524450364493,404.84364400364495
2018-19,01,Jammu and Kashmir,2018-11,2018-11-01,265.5782044,0.0,265.5782044
2018-19,01,Jammu and Kashmir,2018-12,2018-12-01,233.1493738,107.28314670218698,340.432520502187
2018-19,01,Jammu and Kashmir,2019-01,2019-01-01,226.7512129,0.0,226.7512129
2018-19,01,Jammu and Kashmir,2019-02,2019-02-01,167.368905841,0.0,167.368905841
2018-19,01,Jammu and Kashmir,2019-03,2019-03-01,269.1187998,119.2034963357633,388.3222961357633
2018-19,02,Himachal Pradesh,2018-04,2018-04-01,100.0167996,-15.9,84.1167996
2018-19,02,Himachal Pradesh,2018-05,2018-05-01,85.8309654,-15.9,69.93096539999999
2018-19,02,Himachal Pradesh,2018-06,2018-06-01,120.3761358,227.25204149000282,347.62817729000284
2018-19,02,Himachal Pradesh,2018-07,2018-07-01,108.2997529,0.0,108.2997529
2018-19,02,Himachal Pradesh,2018-08,2018-08-01,103.986185991,55.0,158.986185991
2018-19,02,Himachal Pradesh,2018-09,2018-09-01,102.9907702,0.0,102.9907702
2018-19,02,Himachal Pradesh,2018-10,2018-10-01,94.861841,136.34260970229465,231.20445070229465
2018-19,02,Himachal Pradesh,2018-11,2018-11-01,124.6440379,0.0,124.6440379
2018-19,02,Himachal Pradesh,2018-12,2018-12-01,115.7950392,81.8055658213768,197.6006050213768
2018-19,02,Himachal Pradesh,2019-01,2019-01-01,104.6438089,0.0,104.6438089
2018-19,02,Himachal Pradesh,2019-02,2019-02-01,100.176648125,0.0,100.176648125
2018-19,02,Himachal Pradesh,2019-03,2019-03-01,91.0478619,90.89507313486311,181.94293503486313
2018-19,03,Punjab,2018-04,2018-04-01,516.8904599,-63.3,453.5904599
